year,arxiv_id,title,abstract,created,updated,authors,categories,link
2025,2508.20575,"Lensing, Shadow and Photon Rings in a Magnetized Black Hole Spacetime","We analyze gravitational lensing, in particular the shadow and photon rings, in the Ernst spacetime, also known as the Schwarzschild-Melvin spacetime, which describes a Schwarzschild black hole immersed in a homogenous magnetic field. Although the geodesic equation in this spacetime is chaotic, there are some relevant features that can be determined analytically. Among other things, we give analytic formulas for the vertical diameter of the shadow for an observer at arbitrary inclination and for the horizontal diameter of the shadow for an observer in the equatorial plane. Moreover, we use the strong-deflection formalism for analytically calculating the so-called photon rings of order $\ge 2$ and we use the recently introduced gap parameter $Δ_2$ for distinguishing lensing of an Ernst black hole from that of a Schwarzschild black hole.",2025-10-28,2025-12-30,Muhammad Haider Khan; Volker Perlick,gr-qc,https://arxiv.org/abs/2508.20575
2025,2507.11712,Separation of relaxation timescales via strong system-bath coupling: Dissipative three-level system as a case study,"We analytically demonstrate that strong system-bath coupling separates the relaxation dynamics of a dissipative quantum system into two distinct regimes: a short-time dynamics that, as expected, accelerates with increasing coupling to the environment, and a slow dynamics that, counterintuitively, becomes increasingly prolonged at sufficiently strong coupling. Using the reaction-coordinate polaron-transform mapping, we uncover the general mechanism behind this effect and derive accurate expressions for both relaxation timescales. Numerical simulations confirm our analytical predictions. From a practical perspective, our results suggest that strong coupling to a dissipative bath can autonomously generate and sustain long-lived quantum coherences, offering a promising strategy for bath-engineered quantum state preparation.",2025-07-15,2025-12-22,Brett Min; Matthew Gerry; Dvira Segal,quant-ph; cond-mat.other,https://arxiv.org/abs/2507.11712
2025,2503.22253,Non-resonant inter-species interaction and its effect on the position response function of cold atoms,"In the context of non-equilibrium statistical physics, the position response of a particle, coupled to a bath, subjected to an external force is a topic of broad interest. A topic of further interest is two distinguishable sets of interacting particles in contact with two different baths. Here, we report the experimental evidence of the modification of the position response function (PRF) of an ensemble of cold atoms in a magneto-optical trap when it is placed alongside a dilute cloud of cold atoms of a different species. Our experiment consists of a mass-imbalanced cold atomic mixture of Potassium and Sodium atoms. We focus on the position response of Potassium atoms when subjected to a sudden displacement in the presence of a cold Sodium atomic cloud. Notably, we find that, in the underdamped regime of motion, the oscillation frequency of motion of the cold atoms changes as much as 30 $\%$ depending on the effective inter-species light-assisted interaction strength. On the other hand, in the overdamped regime, there is a reduction, as high as 10.5 $\%$ in the damping coefficient, depending on the interaction strength. Using a quantum Langevin approach, we develop a framework that aligns well with experimental results, with potential applications in mass and charge transport studies under varied physical conditions simulated in cold atoms.",2025-03-28,2025-03-31,Anirban Misra; Urbashi Satpathi; Supurna Sinha; Sanjukta Roy; Saptarishi Chaudhuri,cond-mat.quant-gas; cond-mat.stat-mech; physics.atom-ph; quant-ph,https://arxiv.org/abs/2503.22253
2025,2502.00236,Long-slit Spectroscopic Data Reduction For 90-inch Bok Using The Image Reduction Analysis Facility,"This manual is specific to the procedure of reducing galaxy long-slit spectroscopic data from the Boller and Chivens Spectrograph aboard the 90 inch Bok telescope at Kitt Peak National Observatory. The Image Reduction Analysis Facility (IRAF) is utilized to complete the steps of image reduction. This manual will discuss methods of removing instrumental signatures, correcting for radiation events from environmental conditions, and the data frames for wavelength calibration for the particular data presented. As a result, the reduced and calibrated image with a zoomed-in figure will present the h-alpha emission line and continuum of a galaxy.",2025-02-01,2025-02-04,Sara Holeman; Sanchayeeta Borthakur,astro-ph.GA,https://arxiv.org/abs/2502.00236
2025,2503.13629,Metal Foil Detectors assembly for the beam and background monitoring in the LHCb experiment,"After an upgrade in 2019--2021, the LHCb experiment is taking data in Run 3 (2022--2026) with an instantaneous luminosity of proton-proton collisions of $2\!\times\!10^{33}$ cm$^{-2}$s$^{-1}$. This article presents the Radiation Monitoring System (RMS-R3) for controlling the beam and background conditions at LHCb. It runs continuously during the detector's operation, and independently of the main LHCb data acquisition. Its design is based on robust and radiation-hard Metal Foil Detector technology. The RMS-R3 monitors the instantaneous luminosity and its evolution. The analysis of the RMS-R3 Run 3 data demonstrates its linear response with a high reproducibility in a five orders of magnitude dynamic range of luminosity over a long period of operation.",2025-07-24,2025-07-25,V. Pugatch; F. Alessio; V. Balagura; F. Blanc; S. Chernyshenko; V. Dobishuk; V. Kyva; O. Okhrimenko; D. Ramazanov; H. Schindler; O. Schneider,physics.ins-det; hep-ex,https://arxiv.org/abs/2503.13629
2025,2503.16113,Event Soliton Formation in Mixed Energy-Momentum Gaps of Nonlinear Spacetime Crystals,"We report the formation of a novel soliton, termed event soliton, in nonlinear photonic spacetime crystals (STCs). In these media, simultaneous spatiotemporal periodic modulation of the dielectric constant generates mixed frequency ($ω$) and wavevector (k) gaps. Under Kerr nonlinearity, the event solitons emerge as fully localized entities in both spacetime and energy-momentum domains, providing a tangible demonstration of the concept of event in relativity. The $ω$k-gap mixture arises from the coexistence and competition between time reflected and Bragg reflected waves due to the spatiotemporal modulation. We propose a new partial differential equation to capture various spatiotemporal patterns and present numerical simulations to validate our theoretical predictions, reflecting a three-way balance among k-gap opening, $ω$-gap opening, and nonlinearity. Our work opens avenues for fundamental studies and fosters experimental prospects for implementing spacetime crystals in both time-varying photonics and periodically driven condensed matter systems.",2025-03-20,2025-03-21,Liang Zhang; Zhiwei Fan; Yiming Pan,physics.optics; cond-mat.mtrl-sci; math-ph; math.MP; nlin.PS; quant-ph,https://arxiv.org/abs/2503.16113
2025,2503.06693,An Accurate and Efficient Analytic Model of Fidelity Under Depolarizing Noise Oriented to Large Scale Quantum System Design,"Fidelity is one of the most valuable and commonly used metrics for assessing the performance of quantum circuits on error-prone quantum processors. Several approaches have been proposed to estimate circuit fidelity without executing it on quantum hardware, but they often face limitations in scalability or accuracy. In this work, we present a comprehensive theoretical framework to predict the fidelity of quantum circuits under depolarizing noise. Building on theoretical results, we propose an efficient fidelity estimation algorithm based on device calibration data. The method is thoroughly validated through simulation and execution on real hardware, demonstrating improved accuracy compared to state-of-the-art alternatives, with enhancements in prediction $R^2$ ranging from 4.96\% to 213.54\%.. The proposed approach provides a scalable and practical tool for benchmarking quantum hardware, comparing quantum software techniques such as compilation methods, obtaining computation bounds for quantum systems, and guiding hardware design decisions, making it a critical resource for developing and evaluating quantum computing technologies.",2025-04-21,2025-07-14,Pau Escofet; Santiago Rodrigo; Artur Garcia-Sáez; Eduard Alarcón; Sergi Abadal; Carmen G. Almudéver,quant-ph,https://arxiv.org/abs/2503.06693
2025,2503.09989,Oscillate and Renormalize: Fast Phonons Reshape the Kondo Effect in Flat Band Systems,"We examine the interplay between electron correlations and phonons in an Anderson-Holstein impurity model with an Einstein phonon. When the phonons are slow compared to charge fluctuations (frequency $ω_0 \ll U/2$, the onsite Coulomb scale $U/2$), we demonstrate analytically that the expected phonon-mediated reduction of interactions is completely suppressed, even in the strong coupling regime. This suppression arises from the oscillator's inability to respond to rapid charge fluctuations, manifested as a compensation effect between the polaronic cloud and the excited-state phonons associated with valence fluctuations. We identify a novel frozen mixed valence phase, above a threshold dimensionless electron-phonon coupling $α^*$ when the phonons are slow, where the static phonon cloud locks the impurity into specific valence configurations, potentially explaining the puzzling coexistence of mixed valence behavior and insulating properties in materials like rust. Conversely, when the phonon is fast ($ω_0 \gtrsim U/2$), the system exhibits conventional polaronic behavior with renormalized onsite interactions effectively $U_{\text{eff}}$ due to phonon mediated attraction, with additional satellite features in the local spectral function due to phonon excitations. Using numerical renormalization group (NRG) calculations, a fully dynamic renormalization technique, we confirm these behaviors in both regimes. These findings have important implications for strongly correlated systems where phonon energy scales may be comparable to the Coulomb scale, such as in twisted bilayer graphene, necessitating careful consideration of interaction renormalizations in theoretical models.",2025-06-19,2025-07-08,Liam L. H. Lau; Andreas Gleis; Daniel Kaplan; Premala Chandra; Piers Coleman,cond-mat.str-el; cond-mat.mes-hall,https://arxiv.org/abs/2503.09989
2025,2508.07489,Recovering link-weight structure in complex networks with weight-aware random walks,"Using edge weights is essential for modeling real-world systems where links possess relevant information, and preserving this information in low-dimensional representations is relevant for classification and prediction tasks. This paper systematically investigates how different random walk strategies - traditional unweighted, strength-based, and fully weight-aware - keeps edge weight information when generating node embeddings. Using network models, real-world graphs, and networks subjected to low-weight edge removal, we measured the correlation between original edge weights and the similarity of node pairs in the embedding space generated by random walk strategies. Our results consistently showed that weight-aware random walks significantly outperform other strategies, achieving correlations above 0.90 in network models. However, performance in real-world networks was more heterogeneous, influenced by factors like topology and weight distribution. Our analysis also revealed that removing weak edges via thresholding can initially improve correlation by reducing noise, but excessive pruning degrades representation quality. Our findings suggest that simply using a weight-aware random walk is generally the best approach for preserving node weight information in embeddings, but it is not a universal solution.",2025-08-10,2026-06-09,Adilson Vital; Filipi N. Silva; Diego R. Amancio,cs.SI; physics.data-an,https://arxiv.org/abs/2508.07489
2025,2505.10432,How to use score-based diffusion in earth system science: A satellite nowcasting example,"Machine learning (ML) is used for many earth science applications; however, traditional ML methods trained with squared errors often create blurry forecasts. Diffusion models are an emerging generative ML technique with the ability to produce sharper, more realistic images by learning the underlying data distribution. Diffusion models are becoming more prevalent, yet adapting them for earth science applications can be challenging because most articles focus on theoretical aspects of the approach, rather than making the method widely accessible. This work illustrates score-based diffusion models with a well-known problem in atmospheric science: cloud nowcasting (zero-to-three-hour forecast). After discussing the background and intuition of score-based diffusion models using examples from geostationary satellite infrared imagery, we experiment with three types of diffusion models: a standard score-based diffusion model (Diff); a residual correction diffusion model (CorrDiff); and a latent diffusion model (LDM). Our results show that the diffusion models not only advect existing clouds, but also generate and decay clouds, including convective initiation. A case study qualitatively shows the preservation of high-resolution features longer into the forecast than a conventional U-Net. The best of the three diffusion models tested was the CorrDiff approach, outperforming all other diffusion models, the conventional U-Net, and persistence. The diffusion models also enable out-of-the-box ensemble generation with skillful calibration. By explaining and exploring diffusion models for a common problem and ending with lessons learned from adapting diffusion models for our task, this work provides a starting point for the community to utilize diffusion models for a variety of earth science applications.",2025-12-18,2025-12-22,Randy J. Chase; Katherine Haynes; Lander Ver Hoef; Imme Ebert-Uphoff,cs.LG; physics.ao-ph,https://arxiv.org/abs/2505.10432
2025,2502.03222,Luminescence thermometry based on photon emitters in nanophotonic silicon waveguides,"The reliable measurement and accurate control of the temperature within nanophotonic devices is a key prerequisite for their application in both classical and quantum technologies. Established approaches use sensors that are attached in proximity to the components, which only offers a limited spatial resolution and thus impedes the measurement of local heating effects. Here, we therefore study an alternative temperature sensing technique that is based on measuring the luminescence of erbium emitters directly integrated into nanophotonic silicon waveguides. To cover the entire temperature range from 295 K to 2 K, we investigate two different approaches: The thermal activation of non-radiative decay channels for temperatures above 200 K and the thermal depopulation of spin- and crystal field levels at lower temperatures. The achieved sensitivity is 0.22(4) %/K at room temperature and increases up to 420(50) %/K at approximately 2 K. Within a few-minute measurement interval, we thus achieve a measurement precision that ranges from 0.04(1) K at the lowest studied temperature to 6(1) K at ambient conditions. In the future, the measurement time can be further reduced by optimizing the excitation pulse sequence and the fiber-to-chip coupling efficiency. Combining this with spatially selective implantation promises precise thermometry from ambient to cryogenic temperatures with a spatial resolution down to a few nanometers.",2025-02-05,2025-02-19,Kilian Sandholzer; Stephan Rinner; Justus Edelmann; Andreas Reiserer,quant-ph; cond-mat.other,https://arxiv.org/abs/2502.03222
2025,2504.08944,Analog Quantum Simulation of Dirac Hamiltonians in Circuit QED Using Rabi Driven Qubits,"Quantum simulators hold promise for solving many intractable problems. However, a major challenge in quantum simulation, and quantum computation in general, is to solve problems with limited physical hardware. Currently, this challenge is tackled by designing dedicated devices for specific models, thereby allowing to reduce control requirements and simplify the construction. Here, we suggest a new method for quantum simulation in circuit QED, that provides versatility in model design and complete control over its parameters with minimal hardware requirements. We show how these features manifest through examples of quantum simulation of Dirac dynamics, which is relevant to the study of both high-energy physics and 2D materials. We conclude by discussing the advantages and limitations of the proposed method.",2025-04-11,2025-04-15,Gal Gumpel; Jiwon Kang; Eliya Blumenthal; Aron Klevansky; Eunseong Kim; Shay Hacohen-Gourgy,quant-ph,https://arxiv.org/abs/2504.08944
2025,2509.06815,Impact of space-time curvature coupling on the vacuum energy induced by a magnetic topological defect in flat space-time of arbitrary dimension,"We have investigated vacuum polarization of a quantized charged massive scalar field in the presence of a magnetic topological defect, modeled as an impenetrable tube of finite thickness carrying magnetic flux. At the tube's surface, we imposed a general Robin boundary condition. Our analysis demonstrates that, in flat space-time, the total induced vacuum energy is independent of the coupling $ξ$ of the scalar field's interaction with the space-time curvature only in the special cases of Dirichlet and Neumann boundary conditions. For general Robin boundary conditions, however, the total induced vacuum energy depends on the coupling $ξ$ in a flat space-time and exhibits a nontrivial dependence on the parameter of the Robin boundary condition. We investigated the dependence of this effect not only on Robin's boundary condition parameter, but also on the tube thickness and the space-time dimensionality. We conclude that careful measurements of vacuum polarization effects in flat space-time may, in principle, provide an independent way to probe the $ξ$ coupling.",2026-02-18,2026-02-19,V. M. Gorkavenko; O. V. Barabash; I. V. Ivanchenko; P. O. Nakaznyi; M. S. Tsarenkova; N. S. Yakovenko; A. O. Zaporozhchenko,hep-th; math-ph; math.MP; quant-ph,https://arxiv.org/abs/2509.06815
2025,2502.14348,QCD predictions for physical multimeson scattering amplitudes,"We use lattice QCD calculations of the finite-volume spectra of systems of two and three mesons to determine, for the first time, three-particle scattering amplitudes with physical quark masses. Our results are for combinations of $π^+$ and $K^+$, at a lattice spacing $a=0.063\;$fm, and in the isospin-symmetric limit. We also obtain accurate results for maximal-isospin two-meson amplitudes, with those for $π^+ K^+$ and $2K^+$ being the first determinations at the physical point. Dense lattice spectra are obtained using the stochastic Laplacian-Heaviside method, and the analysis leading to scattering amplitudes is done using the relativistic finite-volume formalism. Results are compared to chiral perturbation theory and to phenomenological fits to experimental data, finding good agreement.",2025-07-07,2025-07-08,Sebastian M. Dawid; Zachary T. Draper; Andrew D. Hanlon; Ben Hörz; Colin Morningstar; Fernando Romero-López; Stephen R. Sharpe; Sarah Skinner,hep-lat; hep-ph; nucl-th,https://arxiv.org/abs/2502.14348
2025,2509.03225,Plasma lens for the focusing of positron bunches,"The development of effective focusing schemes for positron bunches in plasma accelerators remains a significant challenge, as nonlinear regimes fail to create stable focusing channels for positrons. This work presents a method for focusing and improving the quality of positron bunches using a plasma lens operating in the linear regime. Through numerical simulations, we investigate two distinct focused positron bunch profiles: a purely Gaussian bunch and an elongated, flat-top bunch with Gaussian rising and falling edges. For both configurations, the results demonstrate the capability to achieve high-quality transverse focusing. Furthermore, beyond focusing, the proposed system enables potential possibility to reduce energy spread of positron bunches of the sequence after precursor.",2025-09-03,2025-09-04,D. S. Bondar; C. A. Lindstrøm; V. I. Maslov; I. N. Onishchenko,physics.plasm-ph; physics.acc-ph,https://arxiv.org/abs/2509.03225
2025,2506.24030,Listening Across the Cosmic Time: Standard Sirens from Ground- and Space-Based Missions in the Next Decade,"Precise measurement of the Hubble parameter will enable stringent tests of the standard model for cosmology. Standard sirens, using the luminosity distances measured by gravitational-wave observations of compact binary mergers, are expected to provide such measurements independently in the next decade. With the ground- and space-based gravitational wave observatories, the LIGO-Virgo-KAGRA (LVK) network and the Laser Interferometer Space Antenna (LISA), different types of standard sirens altogether will place constraints across a wide redshift range. In this paper, we forecast the precisions of standard siren Hubble parameter measurements and compare various scenarios, accounting for the dominant sources of systematic uncertainty. Specifically, we find a $2\%$ constraint on $H_0$, a $1.5-3\%$ constraint on $H(z)$ at $z=1$, and a $3-5\%$ constraint on $H(z)$ at $z=7$ when combining LVK and LISA standard sirens with precise redshift measurements from electromagnetic counterpart observations. We do not find a significant improvement when including standard sirens with no EM counterpart, but which rely on features in the black hole mass distribution, and the potential systematics introduced by the possible redshift evolution of such features could further degrade the measurement accuracy if not properly accounted for.",2025-10-03,2025-10-06,Alberto Salvarese; Hsin-Yu Chen; Alberto Mangiagli; Nicola Tamanini,astro-ph.CO,https://arxiv.org/abs/2506.24030
2025,2502.01744,JWST sighting of decameter main-belt asteroids and view on meteorite sources,"Asteroid discoveries are essential for planetary-defense efforts aiming to prevent impacts with Earth, including the more frequent megaton explosions from decameter impactors. While large asteroids ($\geq$100 km) have remained in the main belt since their formation, small asteroids are commonly transported to the near-Earth object (NEO) population. However, due to the lack of direct observational constraints, their size-frequency distribution--which informs our understanding of the NEOs and the delivery of meteorite samples to Earth--varies significantly among models. Here, we report 138 detections of the smallest asteroids ($\gtrapprox $10 m) ever observed in the main belt, which were enabled by JWST's infrared capabilities covering the asteroids' emission peaks and synthetic tracking techniques. Despite small orbital arcs, we constrain the objects' distances and phase angles using known asteroids as proxies, allowing us to derive sizes via radiometric techniques. Their size-frequency distribution exhibits a break at ${\sim}100$ m (debiased cumulative slopes of $q = -2.66\pm0.60$ and $-0.97\pm0.14$ for diameters smaller and larger than $\sim $100 m, respectively), suggestive of a population driven by collisional cascade. These asteroids were sampled from multiple asteroid families--most likely Nysa, Polana and Massalia--according to the geometry of pointings considered here. Through additional long-stare infrared observations, JWST is poised to serendipitously detect thousands of decameter-scale asteroids across the sky, probing individual asteroid families and the source regions of meteorites ""in-situ"".",2025-02-03,2025-02-05,Artem Y. Burdanov; Julien de Wit; Miroslav Brož; Thomas G. Müller; Tobias Hoffmann; Marin Ferrais; Marco Micheli; Emmanuel Jehin; Daniel Parrott; Samantha N. Hasler; Richard P. Binzel; Elsa Ducrot; Laura Kreidberg; Michaël Gillon; Thomas P. Greene; Will M. Grundy; Theodore Kareta; Pierre-Olivier Lagage; Nicholas Moskovitz; Audrey Thirouin; Cristina A. Thomas; Sebastian Zieba,astro-ph.EP; astro-ph.IM,https://arxiv.org/abs/2502.01744
2025,2501.11447,"Decomposing Interventional Causality into Synergistic, Redundant, and Unique Components","We introduce a novel framework for decomposing interventional causal effects into synergistic, redundant, and unique components, building on the intuition of Partial Information Decomposition (PID) and the principle of Möbius inversion. While recent work has explored a similar decomposition of an observational measure, we argue that a proper causal decomposition must be interventional in nature. We develop a mathematical approach that systematically quantifies how causal power is distributed among variables in a system, using a recently derived closed-form expression for the Möbius function of the redundancy lattice. The formalism is then illustrated by decomposing the causal power in logic gates, cellular automata, chemical reaction networks, and a transformer language model. Our results reveal how the distribution of causal power can be context- and parameter-dependent. The decomposition provides new insights into complex systems by revealing how causal influences are shared and combined among multiple variables, with potential applications ranging from attribution of responsibility in legal or AI systems, to the analysis of biological networks or climate models.",2025-09-19,2025-09-22,Abel Jansma,cs.AI; cs.IT; math.IT; physics.data-an,https://arxiv.org/abs/2501.11447
2025,2509.07726,Glass transition in colloidal monolayers controlled by light-induced caging,"We theoretically investigate the glass-transition problem for a quasi-two-dimensional colloidal dense suspension modulated by a one-dimensional periodic external potential as imposed by interfering laser beams. Relying on a mode-coupling approach, we examine the nonequilibrium state diagram for hard disks as a function of the density and the period of the modulation for various potential strengths. The competition between the local packing and the distortion of the cages induced by the potential leads to a striking nonmonotonic behavior of the glass-transition line which allows melting of a glass state merely by changing the external fields. In particular, we find regions in the non-equilibrium state diagram where a moderate periodic modulation stabilizes the liquid state.",2025-09-09,2025-09-10,Abolfazl Ahmadirahmat; Michele Caraglio; Vincent Krakoviack; Thomas Franosch,cond-mat.soft; cond-mat.other; cond-mat.stat-mech,https://arxiv.org/abs/2509.07726
2025,2502.03142,DES to HSC: Detecting low surface brightness galaxies in the Abell 194 cluster using transfer learning,"Low surface brightness galaxies (LSBGs) are important for understanding galaxy evolution and cosmological models. The upcoming large-scale surveys are expected to uncover a large number of LSBGs, requiring accurate automated or machine learning-based methods for their detection. We study the scope of transfer learning for the identification of LSBGs. We use transformer models divided into two categories: LSBG Detection Transformer (LSBG DETR) and LSBG Vision Transformer (LSBG ViT), trained on Dark Energy Survey (DES) data, to identify LSBGs from dedicated Hyper Suprime-Cam (HSC) observations of the Abell 194 cluster, which are two magnitudes deeper than DES. The data from DES and HSC were standardized based on pixel-level surface brightness. We used two transformer ensembles to detect LSBGs. This was followed by a single-component Sérsic model fit and a final visual inspection to filter out potential false positives and improve sample purity. We present a sample of 171 low surface brightness galaxies (LSBGs) in the Abell 194 cluster using HSC data, including 87 new discoveries. Of these, 159 were identified using transformer models, and 12 additional LSBGs were found through visual inspection. The transformer model achieved a true positive rate (TPR) of 93% in HSC data without any fine-tuning. Among the LSBGs, 28 were classified as ultra-diffuse galaxies (UDGs). The number of UDGs and the radial UDG number density suggest a linear relationship between UDG numbers and cluster mass on a log scale. UDGs share similar Sérsic parameters with dwarf galaxies and occupy the extended end of the $R_{\mathrm{eff}}-M_g$ plane, suggesting they might be an extended subpopulation of dwarf galaxies. We have demonstrated that transformer models trained on shallower surveys can be successfully applied to deeper surveys with appropriate data normalization.",2025-02-05,2025-03-20,H. Thuruthipilly; Junais; J. Koda; A. Pollo; M. Yagi; H. Yamanoi; Y. Komiyama; M. Romano; K. Małek; D. Donevski,astro-ph.GA,https://arxiv.org/abs/2502.03142
2025,2507.10459,Discrete $p$-Form Symmetry and Higher Coulomb Phases,"We argue that a field theory with a $\mathbb Z_N$ $p$-form symmetry generically admits, in addition to a Higgs phase and a 'confining' phase, a Coulomb phase in which the infrared theory contains Abelian $p$-form electrodynamics, similar to the behaviour of Yang-Mills theory coupled to adjoint or fundamental matter. We illustrate our claim with continuum and lattice examples.",2026-04-27,2026-06-12,Leron Borsten; Hyungrok Kim,hep-th; hep-lat; math-ph; math.MP,https://arxiv.org/abs/2507.10459
2025,2507.21304,SN2022jli modeled with a $^{56}$Ni double-layer and a magnetar,"We study the bolometric evolution of the exceptional Type Ic Supernova (SN) 2022jli, aiming to understand the underlying mechanisms responsible for its distinctive double-peaked light curve morphology, extended timescales, and the rapid, steep decline in luminosity observed at around 270 days after the SN discovery. We present a quantitative assessment of two leading models through hydrodynamic radiative simulations: two shells enriched with nickel and a combination of nickel and magnetar power. We explore the parameter space of a model in which the SN is powered by radioactive decay assuming a bimodal nickel distribution. While this setup can reproduce the early light curve properties, it faces problems to explain the prominent second peak. We therefore consider a hybrid scenario with a rapidly rotating magnetar as additional energy source. We find that the observed light curve morphology can be well reproduced by a model combining a magnetar engine and a double-layer $^{56}$Ni distribution. The best-fitting case consist of a magnetar with a spin period of $P\simeq 22$ ms and a bipolar magnetic field strength of $B\simeq 5\times 10^{14}$ G and a radioactive content with total nickel mass of 0.15 M$_\odot$, distributed across two distinct shells within a pre-SN structure of 11 M$_\odot$. To reproduce the abrupt drop in luminosity at $\sim 270$ d, the energy deposition from the magnetar must be rapidly and effectively switched off.",2025-07-28,2025-07-30,Mariana Orellana; Melina C. Bersten; Claudia P. Gutiérrez,astro-ph.HE; astro-ph.SR,https://arxiv.org/abs/2507.21304
2025,2505.10058,Remarks on Landau damping,"We provide few remarks on nonlinear Landau damping that concerns decay of the electric field in the classical Vlasov-Poisson system near spatially homogenous equilibria. In particular, this includes the analyticity framework, à la Grenier-Nguyen-Rodnianski, for non specialists, treating the analytic case studied by Mouhot-Villani, among other remarks for plasmas confined on a torus and in the whole space. Finally, we also establish the nonlinear Landau damping for a family of Vlasov-Riesz systems, which are new and surprisingly include the borderline Vlasov-Dirac-Benney system in the sharp analytic spaces.",2025-10-21,2025-10-22,Toan T. Nguyen,math.AP; math-ph; math.MP,https://arxiv.org/abs/2505.10058
2025,2507.05166,Bootstrap Current Modeling in M3D-C1,"Bootstrap current plays a crucial role in the equilibrium of magnetically confined plasmas, particularly in quasisymmetric (QS) stellarators and in tokamaks, where it can represent bulk of the electric current density. Accurate modeling of this current is essential for understanding the magnetohydrodynamic (MHD) equilibrium and stability of these configurations. This study expands the modeling capabilities of M3D-C1, an extended-MHD code, by implementing self-consistent physics models for bootstrap current. It employs two analytical frameworks: a generalized Sauter model (Sauter et al. (1999)), and a revised Sauter-like model (Redl et al. (2021)). The isomorphism described by Landreman et al. (2022) is employed to apply these models to quasisymmetric stellarators. The implementation in M3D-C1 is benchmarked against neoclassical codes, including NEO, XGCa, and SFINCS, showing excellent agreement. These improvements allow M3D-C1 to self-consistently calculate the neoclassical contributions to plasma current in axisymmetric and quasisymmetric configurations, providing a more accurate representation of the plasma behavior in these configurations. A workflow for evaluating the neoclassical transport using SFINCS with arbitrary toroidal equilibria calculated using M3D-C1 is also presented. This workflow enables a quantitative evaluation of the error in the Sauter-like model in cases that deviate from axi- or quasi-symmetry (e.g., through the development of an MHD instability).",2025-07-07,2026-08-19,Saurabh Saxena; Nathaniel Ferraro; Mike F. Martin; Adelle M. Wright,physics.plasm-ph,https://arxiv.org/abs/2507.05166
2025,2505.21340,Current-induced spin and orbital polarization in the ferroelectric Rashba semiconductor GeTe,"The Edelstein effect is a promising mechanism for generating spin and orbital polarization from charge currents in systems without inversion symmetry. In ferroelectric materials, such as Germanium Telluride (GeTe), the combination of bulk Rashba splitting and voltage-controlled ferroelectric polarization provides a pathway for electrical control of the sign of the charge-spin conversion. In this work, we investigate current-induced spin and orbital magnetization in bulk GeTe using Wannier-based tight-binding models derived from \textit{ab initio} calculations and semiclassical Boltzmann theory. Employing the modern theory of orbital magnetization, we demonstrate that the orbital Edelstein effect entirely dominates its spin counterpart. This difference is visualized through the spin and orbital textures at the Fermi surfaces, where the orbital moment surpasses the spin moment by one order of magnitude. Moreover, the orbital Edelstein effect remains largely unaffected in the absence of spin-orbit coupling, highlighting its distinct physical origin compared to the spin Edelstein effect.",2025-08-14,2026-01-08,Sergio Leiva-Montecinos; Libor Vojáček; Jing Li; Mairbek Chshiev; Laurent Vila; Ingrid Mertig; Annika Johansson,cond-mat.mes-hall,https://arxiv.org/abs/2505.21340
2025,2507.13750,Phase Transition Under Control: Toward Application-Oriented Luminescence Thermometry and Thermally Activated Emission,"Phase-transition-based luminescent thermometers are characterized by two inherent limitations: a narrow thermal operating range and the presence of a hysteresis loop in the thermometric parameter. In this work, we demonstrate that controlling the particle size of LaGaO3:Eu3+ phosphors enables significant enhancement of thermometric performance. Specifically, a reduction in grain size dispersion leads to an increase in relative thermal sensitivity and significantly narrows the hysteresis loop. As a result of this approach, the relative sensitivity was increased to 18.2% K-1 for LaGaO3:Eu3+ synthesized via the solid-state method, compared to 3.0% K-1 for the counterpart prepared using the Pechini method. Furthermore, we show that the intentional incorporation of Al3+ and Sc3+ co-dopant ions allows for continuous tuning of the structural phase transition temperature from 165 K for 15% Al3+ to 491 K for 2% Sc3+, without significantly affecting the low-temperature spectroscopic properties of Eu3+ ions. This ability to shift the phase transition temperature in LaGaO3 offers a practical route to modulate the thermal response range of the luminescent thermometer, enabling its adaptation to specific application requirements. The empirical relationship established in this study between the phase transition temperature and the ionic radius mismatch parameter provides a predictive tool for the rational design of phase-transition-based phosphors with tailored thermometric performance. The ability to systematically tune the phase transition temperature via ionic radius mismatch, together with enhanced thermometric performance resulting from reduced grain size dispersion, establishes a coherent strategy for the rational design of high-sensitivity, low-hysteresis thermal sensors.",2025-07-18,2025-07-21,M. T. Abbas; M. Szymczak; D. Szymanski; J. Zeler; M. Drozd; L. T. K Giang; L. Marciniak,cond-mat.mtrl-sci,https://arxiv.org/abs/2507.13750
